code,npi_number,payer,price,name,url,street_address,city,state,zip_code,publish_date
84206,1215364682,ZELIAS NET SOLUTIONS WC (ZNSW),44.34,Encompass Health Rehabilitation Hospital of New England,https://encompasshealth.com/locations/newenglandrehab/transparency-healthcare,2 REHABILITATION WAY,WOBURN,MA,018016003,
84206,1215444054,CASH,81.0,ADVENTHEALTH DADE CITY,https://www.adventhealth.com/sites/default/files/CDM/2021/822567308_AdventHealthDade City_standardcharges.xml,13100 FORT KING RD,DADE CITY,FL,33525,2021-01-26
84206,1215901970,BC OF IL MEDICARE SELECT (BCIS),119.8,Van Matre Encompass Health Rehabilitation Hospital,https://encompasshealth.com/locations/vanmatrerehab/transparency-healthcare,950 S MULFORD RD,ROCKFORD,IL,611084274,
84206,1215901970,CAREWORKS (CRW),95.84,Van Matre Encompass Health Rehabilitation Hospital,https://encompasshealth.com/locations/vanmatrerehab/transparency-healthcare,950 S MULFORD RD,ROCKFORD,IL,611084274,
84206,1215901970,CAREWORKS WORK COMP (CRWW),100.63,Van Matre Encompass Health Rehabilitation Hospital,https://encompasshealth.com/locations/vanmatrerehab/transparency-healthcare,950 S MULFORD RD,ROCKFORD,IL,611084274,
84206,1215901970,COFINITY WC (COFW),98.24,Van Matre Encompass Health Rehabilitation Hospital,https://encompasshealth.com/locations/vanmatrerehab/transparency-healthcare,950 S MULFORD RD,ROCKFORD,IL,611084274,
84206,1215901970,CORVEL WORK COMP (CVLW),107.82,Van Matre Encompass Health Rehabilitation Hospital,https://encompasshealth.com/locations/vanmatrerehab/transparency-healthcare,950 S MULFORD RD,ROCKFORD,IL,611084274,
84206,1215901970,EMP HCARE ALLIANCE COOP (EHA),89.85,Van Matre Encompass Health Rehabilitation Hospital,https://encompasshealth.com/locations/vanmatrerehab/transparency-healthcare,950 S MULFORD RD,ROCKFORD,IL,611084274,
84206,1215901970,PRIVATE HEALTHCARE SYSTEM (PHST),83.86,Van Matre Encompass Health Rehabilitation Hospital,https://encompasshealth.com/locations/vanmatrerehab/transparency-healthcare,950 S MULFORD RD,ROCKFORD,IL,611084274,
84206,1215901970,THREE RIVERS HEALTH WC (TRPW),95.84,Van Matre Encompass Health Rehabilitation Hospital,https://encompasshealth.com/locations/vanmatrerehab/transparency-healthcare,950 S MULFORD RD,ROCKFORD,IL,611084274,
84206,1215901970,ZELIAS NET SOLUTIONS WC (ZNSW),113.81,Van Matre Encompass Health Rehabilitation Hospital,https://encompasshealth.com/locations/vanmatrerehab/transparency-healthcare,950 S MULFORD RD,ROCKFORD,IL,611084274,
84206,1215932405,AARP,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,ADVANTRA FREEDOM,26.69,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,ADVICARE MCARE,29.36,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,AETNA CARELINK,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,AETNA HMO,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,AETNA MEDICARE,26.69,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,AETNA PPO,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,AG ADMINISTRATORS SPORTS INS,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,AMERICAN POSTAL WORKER,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,AMERICAN REPUBLIC,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,AMERICAS 1ST CHOICE HEALTH PL,27.49,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,ANTHEM HEALTH,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,APNEX MEDICAL/CLINICAL RESEARC,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,ASI TRICARE SUPPLEMENT,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,ASSURANT HEALTH,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BANKERS LIFE AND CASUALTY CO,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BC CAROLINA BENEFITS ADMINSTRS,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BCBS HIX,50.15,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BCBS OUT OF STATE PPO,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BCTN PROVIDENCE EMP,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BEECHSTREET CORP,57.16,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BETTER HEALTH TN,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CHOICE,50.61,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CHOICE PROVIDENCE EMP,50.61,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS FEDERAL,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS HMO,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF ALABAMA,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF ARIZONA,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF CALIFORNIA,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF COLORADO,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF FLORIDA,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF GEORGIA,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF ILLINOIS,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF LOUISIANA,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF MINNESOTA,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF MISSISSIPPI,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF NEW JERSEY,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF NEW YORK,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF NORTH CAROLINA,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS OF TENNESSEE,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS PLANNED ADMINS,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS PPO,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS STATE,52.25,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE CROSS THOMAS COOPER,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE ESSENTIALS NETWORK,50.15,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE SELECT,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUE SHIELD OF CALIFORNA,51.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BLUECHOICE STATE,50.61,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,BOLLINGER INS (STUDENT ACCIDEN,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,CARE IMPROVEMENT PLUS MA,26.69,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,CASH,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,CCN,58.38,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,CENTRAL STATES HEALTH AND LIFE,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,CIGNA FLEXCARE,40.18,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,CIGNA HMO,40.18,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,CIGNA MCR,26.69,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,CIGNA PPO,40.18,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,COMMERCIAL MISC,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,COMMERCIAL MISC SECONDARY,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,COVENTRY HEALTH CARE,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,DEFINITY HEALTH,10.19,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,EMPLOYEMENT BENEFIT SERVICES,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,FEDERATED INSURANCE,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,FIRST CHOICE VIP CARE HMO,29.36,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,FIRST HEALTH,58.38,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,FORTIS BENEFITS INSURANCE CO,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,GEHA,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,GHI,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,GOLDEN RULE,10.19,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,GREAT WEST LIFE,40.18,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,GUARDIAN HEALTHCARE,26.69,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,HUMANA COM,51.07,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,HUMANA GOLD CHOICE,26.69,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,INSTIL HEALTH SYSTEMS MA,26.69,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,JOHN DEERE INS CO,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,KAISER PERMANENTE,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,KANAWHA,57.16,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,KERSHAW COUNTY MEDICAL CENTER,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,LIABILITY INSURANCE,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,LIFEPOINT,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,MAILHANDLERS,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,MAKSIN MANAGEMENT CORP,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,MEDICARE BLUE,26.69,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,MEDICARE HMO,26.69,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,MEDICARE SUPPLEMENT,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,MEGA LIFE AND HEALTH I,57.16,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,MOLINA MCR,29.36,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,MULTI PLAN,57.16,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,MUTUAL OF OMAHA,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,NAHGA CLAIM SERVICES,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,NATIONAL ASSOC LETTER CARRIERS,40.18,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,NATNL RURAL ELECTRIC COOP CBA,57.16,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,NPPN,57.16,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,ONE HEALTH PLAN,57.16,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,PHCS,57.16,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,PHYSICIANS CARE NETWORK,57.16,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,PHYSICIANS MUTUAL,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,PIONEER LIFE,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,PLASTICS,57.16,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,PPO MISC,57.16,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,PRINCIPAL LIFE INS CO,76.22,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
84206,1215932405,PYRAMID LIFE INS-MEDICARE ADV,26.69,Providence Health Northeast,http://www.yourprovidencehealth.com/Content/Uploads/Providence Hospitals/files/352546435_Providence_Health_Standard_Charges_12202020.zip,120 Gateway Corporate Blvd,Columbia,SC,29203,
